subject,block_number,block_type,trial_number,item_type,trial_type,trial_complexity,item_id,rt,exposure_type,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position
SS1617819327581,7,simple_dissimilar,2,background,background,simple,simple_14_A,2992.8800000002375,NA,second half,0,background,NA,NA
SS1617819327581,7,simple_dissimilar,3,background,background,simple,simple_14_A,1921.5499999999884,NA,second half,0,background,NA,NA
SS1617819327581,7,simple_dissimilar,4,background,background,simple,simple_14_A,1322.7200000000885,NA,second half,0,background,NA,NA
SS1617819327581,8,complex_dissimilar,1,background,background,complex,complex_04_A,3325.2300000003306,NA,second half,2,background,4,5
SS1617819327581,8,complex_dissimilar,2,background,background,complex,complex_04_A,1147.904999999795,NA,second half,2,background,4,5
SS1617819327581,8,complex_dissimilar,3,background,background,complex,complex_04_A,845.9699999998556,NA,second half,2,background,4,5
SS1617819327581,8,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_06_A,1439.744999999646,NA,second half,2,first_deviant,4,5
SS1617819327581,8,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_06_A,856.6049999999814,NA,second half,2,second_deviant,4,5
SS1617819327581,8,complex_dissimilar,6,background,background,complex,complex_04_A,773.3349999998463,NA,second half,2,background,4,5
SS1617819327581,9,simple_dissimilar,1,background,background,simple,simple_10_A,637.1800000001676,NA,second half,1,background,3,NA
SS1617819327581,9,simple_dissimilar,2,background,background,simple,simple_10_A,1839.2750000002561,NA,second half,1,background,3,NA
SS1617819327581,9,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_07_A,1480.6600000002072,NA,second half,1,first_deviant,3,NA
